,Unnamed: 0,rates_code,rates_authority_id,rates_authority,region,location_code,address_no,address_street,address_town,pc__pcs,use_category,scat_code,sub_category,category,floor_area,rental_valuation,valuation_date,revaluation_year,period,rates_expected,name,rates_paid,status,status_date,status_duration,ratepayers_published,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,geometry,highstreet
67480,18215,0010600701001B,E09000007,Camden,Inner London - West,22726063,70,CRICKLEWOOD BROADWAY,LONDON,NW2 3EP,Shops,249,Retail High Street,Retail,38.7,12250.0,2017-04-01 00:00:00+00:00,2017,2021-03,6112.75,CATS PROTECTION TRUSTEE LTD,78.09,True,2012-02-20,3328.0,True,5031377,17663320.0,I,,,C,,524054.0,185436.0,51.554182,-0.2120403,2,5210,E,2007-12-21,2018-09-23,2002-10-08,,,,,,,70.0,,,,,,,70.0,,,,,,20400106,1,,,N,osgb1000002298573200,11.0,osgb4000000030330034,2,osgb1000004056384,3,,22726063.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3EP,NW2 3EP,S,1E,D,,E05000132,,2012-03-19,5,CS,249.0,,POINT (524055.7131898987 185436.3123548698),Cricklewood
67524,18259,00106007020116,E09000007,Camden,Inner London - West,1250366000,ADVERTISING RIGHT O/S 70-72,CRICKLEWOOD BROADWAY,LONDON,NW2 3EP,Advertising Right,3,Other Public,,2.0,1250.0,2017-04-01 00:00:00+00:00,2017,2021-03,623.75,PRIMESIGHT LIMITED,257.74,True,2010-04-01,4018.0,True,5161686,,I,,,CZ01,,524039.0,185432.0,51.5541494,-0.2122579,1,5210,E,2011-09-16,2015-10-08,2011-09-15,,,,,,,,,,,,,,,,,,ADVERTISING RIGHT OUTSIDE 70-72,,20400106,1,,,N,,,osgb4000000030330034,2,osgb1000001785843786,6,,1250366000.0,CRICKLEWOOD BROADWAY,,,,,,,,,,,LONDON,CAMDEN,,,,NW2 3EP,,,N,,E05000132,,,0,CA,3.0,,POINT (524040.7167178241 185432.3183353732),Cricklewood
67568,18303,00106007200006,E09000007,Camden,Inner London - West,22727063,72,CRICKLEWOOD BROADWAY,LONDON,NW2 3EP,Shops,249,Retail High Street,Retail,70.3,20250.0,2019-07-01 00:00:00+00:00,2017,2021-03,10104.75,MONARCH CONCEPT LIMITED,1780.9,True,2018-01-15,1172.0,True,5008819,17663318.0,I,,,CR,,524050.0,185440.0,51.5542188,-0.2120965,2,5210,E,2007-12-21,2019-11-17,2002-10-08,,,,,,,72.0,,,,,,,72.0,,,,,,20400106,1,,,N,osgb1000002298573199,14.0,osgb4000000030330034,2,osgb1000004056382,3,,22727063.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3EP,NW2 3EP,S,1F,D,,E05000132,,2012-03-19,3,CS,249.0,,POINT (524051.7171032314 185440.3094783315),Cricklewood
67612,18347,0010600760000A,E09000007,Camden,Inner London - West,177317063,GND F 76,CRICKLEWOOD BROADWAY,LONDON,NW2 3EP,Shops,249,Retail High Street,Retail,37.84,14000.0,2017-04-01 00:00:00+00:00,2017,2021-03,6986.0,EXCEL TUITION CRICKLEWOOD LTD DISSOLVED,2055.74,True,2015-10-13,1997.0,True,5055004,17663327.0,I,,,C,,524044.0,185450.0,51.55431,-0.2121795,1,5210,E,2007-12-21,2018-12-09,2002-10-08,,,,,,,76.0,,,,,,,76.0,,,,,,20400106,1,,,N,osgb1000002298573155,13.0,osgb4000000031077463,2,osgb1000004056380,2,,177317063.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3EP,NW2 3EP,S,1H,D,,E05000132,,2012-03-19,4,CS,249.0,,POINT (524045.7152538191 185450.3107666024),Cricklewood
67656,18391,00106007810012,E09000007,Camden,Inner London - West,7156506000,GND FLR 78,CRICKLEWOOD BROADWAY,LONDON,NW2 3EP,Shops,249,Retail High Street,Retail,95.58,16500.0,2017-04-01 00:00:00+00:00,2017,2021-03,8233.5,NORTH WEST ISLAMIC CULTURAL CENTRE,854.81,True,2010-04-01,4018.0,True,5162714,,I,,,CC04,5050663.0,524042.0,185455.0,51.5543554,-0.2122066,2,5210,E,2011-10-25,2018-12-09,2011-10-15,,,,,,,,,,,,COMMUNITY ROOMS AT GROUND FLOOR,,78.0,,,,,,20400106,1,,,N,,,osgb4000000031077364,1,osgb1000004056379,3,,7156506000.0,CRICKLEWOOD BROADWAY,,,,,,,,,,,LONDON,CAMDEN,,,,NW2 3EP,,,C,,E05000132,,,0,CS,249.0,,POINT (524043.7131547533 185455.3135721331),Cricklewood
67700,18435,00106007810023,E09000007,Camden,Inner London - West,7156516000,PT GND FLR 78,CRICKLEWOOD BROADWAY,LONDON,NW2 3EP,Shops,249,Retail High Street,Retail,4.79,2150.0,2017-04-01 00:00:00+00:00,2017,2021-03,1072.85,,,True,2017-04-01,,True,5162715,,I,,,CR08,5050663.0,524042.0,185455.0,51.5543554,-0.2122066,2,5210,E,2011-10-25,2018-09-23,2011-10-15,,,,,,,,,,,,SHOP AND PREMISES AT PART GROUND FLOOR,,78.0,,,,,,20400106,1,,,N,,,osgb4000000031077364,1,osgb1000004056379,3,,7156516000.0,CRICKLEWOOD BROADWAY,,,,,,,,,,,LONDON,CAMDEN,,,,NW2 3EP,,,C,,E05000132,,,0,CS,249.0,,POINT (524043.7131547533 185455.3135721331),Cricklewood
67744,18479,00106008000019,E09000007,Camden,Inner London - West,3625829000,GND FLR FRONT 80,CRICKLEWOOD BROADWAY,LONDON,NW2 3EP,Shops,249,Retail High Street,Retail,56.3,19750.0,2017-04-01 00:00:00+00:00,2017,2021-03,9855.25,BAIRD & CO LTD,,True,2017-04-04,1458.0,True,5087698,17663321.0,I,,,CR08,,524039.0,185460.0,51.554401,-0.2122481,1,5210,E,2007-12-21,2018-11-11,2002-10-08,,,,,,,80.0,,,,,,,80.0,,,,,,20400106,1,,,N,osgb1000002298894796,8.0,osgb4000000031077364,1,osgb1000004056378,2,,3625829000.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3EP,NW2 3EP,S,1T,D,,E05000132,,2012-03-19,7,CS,249.0,,POINT (524040.7122432004 185460.3142199951),Cricklewood
67832,18567,00106008610014,E09000007,Camden,Inner London - West,22714063,GND F 86,CRICKLEWOOD BROADWAY,LONDON,NW2 3EL,Betting Offices,24,Retail Financial & Professional Services,Retail,73.6,20750.0,2017-04-01 00:00:00+00:00,2017,2021-03,10354.25,CORAL ESTATE LIMITED,4732.71,True,2010-04-01,4018.0,True,5011749,17663309.0,I,,,C,,524018.0,185486.0,51.5546393,-0.2125417,2,5210,E,2007-12-21,2015-08-23,2002-10-08,,,,,,,86.0,,,,,,,86.0,,,,,,20400106,1,,,N,osgb1000002298573134,9.0,osgb4000000030223625,2,osgb1000004056424,2,,22714063.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3EL,NW2 3EL,S,1D,D,,E05000132,,2012-03-19,1,CS2,24.0,,POINT (524019.7109708854 185486.3170334127),Cricklewood
67876,18611,00106008800014,E09000007,Camden,Inner London - West,217104063,GND F FRONT 88,CRICKLEWOOD BROADWAY,LONDON,NW2 3EL,Shops,249,Retail High Street,Retail,25.09,11750.0,2017-04-01 00:00:00+00:00,2017,2021-03,5863.25,LAMIE FASHIONS LIMITED - DISSOLVED,321.09,True,2011-12-21,3389.0,True,5066895,17663310.0,I,,,C,,524014.0,185490.0,51.5546761,-0.2125979,1,5210,E,2007-12-21,2018-09-23,2002-10-08,,,,,,,88.0,,,,,,,88.0,,,,,,20400106,1,,,N,osgb1000002298573133,12.0,osgb4000000030223625,2,osgb1000004056423,2,,217104063.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3EL,NW2 3EL,S,1E,D,,E05000132,,2012-03-19,5,CS,249.0,,POINT (524015.7149505023 185490.3141844933),Cricklewood
67920,18655,00106009000053,E09000007,Camden,Inner London - West,208303063,GND F 90,CRICKLEWOOD BROADWAY,LONDON,NW2 3EL,Shops,249,Retail High Street,Retail,114.5,22750.0,2017-04-01 00:00:00+00:00,2017,2021-03,11352.25,SETUBAL LTD,5104.29,True,2010-04-01,4018.0,True,5048919,17663305.0,I,,,CR08,,524010.0,185494.0,51.5547129,-0.2126542,2,5210,E,2007-12-21,2018-02-25,2002-10-08,,,,,,,90.0,,,,,,,90.0,,,,,,20400106,1,,,N,osgb1000002298571673,9.0,osgb4000000030223625,2,osgb1000004056422,4,,208303063.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3EL,NW2 3EL,S,1Q,D,,E05000132,,2012-03-19,0,CS,249.0,,POINT (524011.712003932 185494.3111692512),Cricklewood
67964,18699,00106009210019,E09000007,Camden,Inner London - West,22711063,GND F 92,CRICKLEWOOD BROADWAY,LONDON,NW2 3EL,Shops,249,Retail High Street,Retail,79.0,25500.0,2017-04-01 00:00:00+00:00,2017,2021-03,12724.5,IMPERIAL SWEETS LTD,6076.7,True,2019-06-15,656.0,True,5022267,17663312.0,I,,,C,,524004.0,185497.0,51.5547412,-0.21273960000000006,2,5210,E,2007-12-21,2015-08-23,2002-10-08,,,,,,,92.0,,,,,,,92.0,,,,,,20400106,1,,,N,osgb1000002298526465,10.0,osgb4000000030223625,2,osgb1000004056421,4,,22711063.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3EL,NW2 3EL,S,1G,D,,E05000132,,2012-03-19,1,CS,249.0,,POINT (524005.7148336108 185497.3136171798),Cricklewood
68008,18743,00106009400019,E09000007,Camden,Inner London - West,176187063,GND F 94/96,CRICKLEWOOD BROADWAY,LONDON,NW2 3EL,Restaurants,234,Retail Restaurants & Cafes,Retail,168.6,52000.0,2017-04-01 00:00:00+00:00,2017,2021-03,26624.0,THE EXECUTORS OF MR M M NAWROZZADEH,12790.41,True,2010-04-01,4018.0,True,5109588,,I,,,C,,523999.0,185509.0,51.5548502,-0.2128075,2,5210,E,2007-12-21,2020-02-08,2002-10-08,,,,,,,,,,,,,,94.0,,96.0,,,,20400106,1,,,N,,,osgb4000000030223625,2,osgb1000003924366,5,,176187063.0,CRICKLEWOOD BROADWAY,,,,,,,,,,,LONDON,CAMDEN,,,,NW2 3EL,,,L,,E05000132,,,0,CR,234.0,,POINT (524000.7115606373 185509.3199920706),Cricklewood
68096,18831,0010601001001B,E09000007,Camden,Inner London - West,22705063,GND F 100,CRICKLEWOOD BROADWAY,LONDON,NW2 3EL,Shops,249,Retail High Street,Retail,158.8,23750.0,2017-04-01 00:00:00+00:00,2017,2021-03,11851.25,GRAYS TYRE EXHAUST & BRAKE CENTRES LTD,5809.18,True,2013-07-01,2831.0,True,5055465,17663306.0,I,,,C,,523996.0,185520.0,51.5549497,-0.2128468,1,5210,E,2007-12-21,2018-12-09,2002-10-08,,,,,,,100.0,,,,,,,100.0,,,,,,20400106,1,,,N,osgb1000002298526463,11.0,osgb4000000030139138,5,osgb1000003924368,6,,22705063.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3EL,NW2 3EL,S,1A,D,,E05000132,,2012-03-19,2,CS,249.0,,POINT (523997.7167786763 185520.318363332),Cricklewood
68137,315465,00106004400014,E09000007,Camden,Inner London - West,7891391000,GND FLR 44,CRICKLEWOOD BROADWAY,LONDON,NW2 3ET,Shops,249,Retail High Street,Retail,55.52,16250.0,2017-04-01 00:00:00+00:00,2017,2021-03,8108.75,,,True,2017-04-01,,True,5161067,17663355.0,I,,,CR08,5161066.0,524104.0,185358.0,51.55347,-0.2113469,2,5210,E,2011-08-16,2021-04-11,2011-08-08,LITTLE KASPA'S DESSERTS,,,,,,44.0,,,,,SHOP AND PREMISES AT GROUND FLOOR,,44.0,,,,,,20400106,1,,,N,osgb1000002298573315,10.0,osgb4000000030223624,3,osgb1000004056329,3,,7891391000.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3ET,NW2 3ET,S,1E,D,,E05000132,,2012-03-19,0,CS,249.0,,POINT (524105.7192198823 185358.3093884909),Cricklewood
68176,322696,00106001810019,E09000007,Camden,Inner London - West,95518063,GND F 18,CRICKLEWOOD BROADWAY,LONDON,NW2 3HD,Shops,249,Retail High Street,Retail,107.81,18750.0,2017-04-01 00:00:00+00:00,2017,2021-03,9356.25,THE WALK-IN BACKRUB LIMITED,,True,2019-04-01,731.0,True,5035654,17663430.0,I,,,C,,524167.0,185300.0,51.5529349,-0.2104591,1,5210,E,2007-12-21,2018-11-11,2002-10-08,,,,,,,18.0,,,,,,,18.0,,,,,,20400106,1,,,N,osgb1000002298572588,8.0,osgb4000000030223194,2,osgb1000004056286,2,,95518063.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3HD,NW2 3HD,S,1F,D,,E05000132,,2012-03-19,3,CS,249.0,,POINT (524168.7225981035 185300.3088359231),Cricklewood
68210,338983,00106003810027,E09000007,Camden,Inner London - West,95524063,GND F 38,CRICKLEWOOD BROADWAY,LONDON,NW2 3ET,Restaurants,234,Retail Restaurants & Cafes,Retail,85.67,18000.0,2017-04-01 00:00:00+00:00,2017,2021-03,8982.0,MESSRS M SHRESTA & R MALLA,4708.26,True,2011-04-01,3653.0,True,5029457,17663363.0,I,,,CR08,,524118.0,185347.0,51.55336810000001,-0.211149,1,5210,E,2007-12-21,2018-11-11,2002-10-08,PINK RUPEE,,,,,,38.0,,,,,,,38.0,,,,,,20400106,1,,,N,osgb1000002298572640,8.0,osgb4000000031163788,1,osgb1000004056332,3,,95524063.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3ET,NW2 3ET,S,1B,D,,E05000132,,2012-03-19,0,CR,234.0,,POINT (524119.7159484566 185347.3130737254),Cricklewood
68268,360387,00106007410014,E09000007,Camden,Inner London - West,95535063,GND F 74,CRICKLEWOOD BROADWAY,LONDON,NW2 3EP,Restaurants,234,Retail Restaurants & Cafes,Retail,83.86,20000.0,2017-04-01 00:00:00+00:00,2017,2021-03,9980.0,,,True,2017-04-01,,True,5000339,17663325.0,I,,,C,,524048.0,185445.0,51.55426420000001,-0.2121236,2,5210,E,2007-12-21,2020-02-08,2002-10-08,,,,,,,74.0,,,,,,,74.0,,,,,,20400106,1,,,N,osgb1000002298573197,13.0,osgb4000000031077463,2,osgb1000004056381,5,,95535063.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3EP,NW2 3EP,S,1G,D,,E05000132,,2012-03-19,1,CR,234.0,,POINT (524049.7149948502 185445.3122815759),Cricklewood
68284,398885,00106005010014,E09000007,Camden,Inner London - West,166669063,BEATEN DOCKET 50-56,CRICKLEWOOD BROADWAY,LONDON,NW2 3ET,Public Houses/Pub Restaurants (National Scheme),226,Retail Restaurants & Cafes,Retail,374.2962772781,85000.0,2017-04-01 00:00:00+00:00,2017,2021-03,43520.0,J D WETHERSPOON PLC,29187.0,True,2010-04-01,4018.0,True,5082480,17663354.0,I,,,CR08,,524089.0,185386.0,51.553725,-0.2115533,2,5210,E,2007-12-21,2015-11-20,2002-10-08,THE BEATEN DOCKET,,,,,50-56,,,,,,,,50.0,,56.0,,,,20400106,1,,,N,osgb1000002298573179,12.0,osgb5000005156070922,1,osgb1000004056326,4,,166669063.0,CRICKLEWOOD BROADWAY,,,CRICKLEWOOD BROADWAY,,,,,,,,LONDON,CAMDEN,LONDON,,NW2 3ET,NW2 3ET,S,2G,D,,E05000132,,2012-03-19,0,CL,226.0,,POINT (524090.7169934276 185386.3168771028),Cricklewood
68328,92964,00605000900008,E09000007,Camden,Inner London - West,111278063,9,ST GEORGES MEWS,LONDON,NW1 8XE,"Surgeries, Clinics, Health Centres (Rental Valuation)",437,Other Public,,56.2,10750.0,2017-04-01 00:00:00+00:00,2017,2021-03,5364.25,,,True,2017-04-01,,True,5033057,17652464.0,I,,,CM02HL,,527799.0,184048.0,51.540873,-0.1585558,2,5210,E,2007-12-21,2015-08-23,2002-10-08,THE CENTRE FOR CRANIO-SACRAL THERAPY,,,,,,9.0,,,,,,,9.0,,,,,,20400605,1,,,N,osgb1000002298726243,10.0,osgb4000000030223420,3,osgb1000005162871,2,,111278063.0,ST GEORGE'S MEWS,,,ST. GEORGES MEWS,,,,,,,,LONDON,CAMDEN,LONDON,,NW1 8XE,NW1 8XE,S,1W,D,,E05000130,,2012-03-19,0,MH1,437.0,,POINT (527800.761736082 184048.2825896132),Regents
68372,93008,00605001020013,E09000007,Camden,Inner London - West,7394728000,1ST FLR PT LEFT 10-11,ST GEORGES MEWS,LONDON,NW1 8XE,Offices (Inc Computer Centres),203,Office General,Office,37.6,14250.0,2017-04-01 00:00:00+00:00,2017,2021-03,7110.75,ABOVE THE TITLE LIMITED,383.73,True,2010-06-15,3943.0,True,5158413,,I,,,CO01,5087886.0,527813.0,184052.0,51.5409058,-0.1583525,2,5210,E,2011-03-24,2018-11-11,2011-03-24,,,,,,,,,,,,OFFICES AND PREMISES AT PART 1ST FLOOR LEFT,,10.0,,11.0,,,,20400605,1,,,N,,,osgb4000000030223420,3,osgb1000005162870,2,,7394728000.0,ST GEORGE'S MEWS,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 8XE,,,C,,E05000130,,,0,CO,203.0,,POINT (527814.7676682449 184052.28497734),Regents
68416,93052,00605001020024,E09000007,Camden,Inner London - West,7394730000,2ND FLR 10-11,ST GEORGES MEWS,LONDON,NW1 8XE,Offices (Inc Computer Centres),203,Office General,Office,80.1,26500.0,2017-04-01 00:00:00+00:00,2017,2021-03,13223.5,NW3 PHYSIO LIMITED,7674.18,True,2019-07-31,610.0,True,5158414,,I,,,CO01,5087886.0,527813.0,184052.0,51.5409058,-0.1583525,2,5210,E,2011-03-24,2018-12-09,2011-03-24,,,,,,,,,,,,OFFICES AND PREMISES AT 2ND FLOOR,,10.0,,11.0,,,,20400605,1,,,N,,,osgb4000000030223420,3,osgb1000005162870,2,,7394730000.0,ST GEORGE'S MEWS,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 8XE,,,C,,E05000130,,,0,CO,203.0,,POINT (527814.7676682449 184052.28497734),Regents
68460,93096,00605001120023,E09000007,Camden,Inner London - West,8977888000,10-11,ST GEORGES MEWS,LONDON,NW1 8XE,Offices (Inc Computer Centres),203,Office General,Office,65.1,29250.0,2017-04-01 00:00:00+00:00,2017,2021-03,14595.75,SARAH RADCLYFFE PRODUCTIONS LTD,5097.04,True,2010-04-01,4018.0,True,5087886,17652472.0,I,,,CO01,,527813.0,184052.0,51.5409058,-0.1583525,2,5210,E,2007-12-21,2017-09-10,2002-10-08,SARAH RADCLYFFE PRODUCTIONS,,,,,10-12,,,,,,,,10.0,,11.0,,,,20400605,1,,,N,osgb1000002298889642,5.0,osgb4000000030223420,3,osgb1000005162870,2,,8977888000.0,ST GEORGE'S MEWS,,,ST. GEORGES MEWS,,,,,,,,LONDON,CAMDEN,LONDON,,NW1 8XE,NW1 8XE,S,2D,D,,E05000130,,2012-03-19,3,CO,203.0,,POINT (527814.7676682449 184052.28497734),Regents
68504,93140,006050012A0001,E09000007,Camden,Inner London - West,110663063,12A,ST GEORGES MEWS,LONDON,NW1 8XE,Offices (Inc Computer Centres),203,Office General,Office,28.0,12500.0,2017-04-01 00:00:00+00:00,2017,2021-03,6237.5,FAIRFAX GROWTH LTD,0.0,True,2020-04-01,365.0,True,5110385,53867549.0,I,,,CO01,,527820.0,184050.0,51.5408862,-0.1582524,1,5210,E,2007-12-21,2018-09-23,2002-10-08,WIXEN MUSIC UK LTD,,,,,12A,,,,,,,,12.0,A,,,,,20400605,1,,,N,osgb5000005153163183,3.0,osgb4000000030223420,3,osgb1000005162887,2,,110663063.0,ST GEORGE'S MEWS,,,ST. GEORGES MEWS,,,,,,,,LONDON,CAMDEN,LONDON,,NW1 8XE,NW1 8XE,S,2R,D,,E05000130,,2015-04-20,1,CO,203.0,,POINT (527821.7639301619 184050.2801206034),Regents
68548,93184,0060500131999B,E09000007,Camden,Inner London - West,110664063,1ST F 13-14,ST GEORGES MEWS,LONDON,NW1 8XE,"Factories, Workshops and Warehouses (Incl Bakeries & Dairies)",96,Industrial General,Industrial,33.9,10250.0,2017-04-01 00:00:00+00:00,2017,2021-03,5114.75,,,True,2017-04-01,,True,5158429,17652473.0,I,,,CI03,,527826.0,184047.0,51.5408579,-0.158167,1,5210,E,2011-03-28,2020-02-08,2011-03-28,WHITE CRANE HEALING CENTRE,,,,,13-14,,,,,,,,13.0,,14.0,,,,20400605,1,,,N,osgb1000002298726240,6.0,osgb4000000030223420,3,osgb1000005162451,2,,110664063.0,ST GEORGE'S MEWS,,,ST. GEORGES MEWS,,,,,,,,LONDON,CAMDEN,LONDON,,NW1 8XE,NW1 8XE,S,1R,D,,E05000130,,2012-03-19,1,IF3,96.0,,POINT (527827.7651904338 184047.2821303847),Regents
68592,93228,0060500133010A,E09000007,Camden,Inner London - West,199551063,GND F 13-15,ST GEORGES MEWS,LONDON,NW1 8XE,Offices (Inc Computer Centres),203,Office General,Office,53.7,19750.0,2017-04-01 00:00:00+00:00,2017,2021-03,9855.25,14 ST GEORGES MEWS LTD,8812.19,True,2017-04-01,1461.0,True,5082870,,I,,,C,,527824.0,184050.0,51.54088529999999,-0.15819470000000002,2,5210,E,2007-12-21,2015-08-23,2002-10-08,,,,,,,,,,,,,,13.0,,15.0,,,,20400605,1,,,N,,,osgb4000000030223420,3,osgb1000005162451,2,,199551063.0,ST GEORGE'S MEWS,,,,,,,,,,,LONDON,CAMDEN,,,,NW1 8XE,,,L,,E05000130,,,0,CO,203.0,,POINT (527825.767631697 184050.2807709539),Regents
68636,93272,006050015A0004,E09000007,Camden,Inner London - West,559463000,15A,ST GEORGES MEWS,LONDON,NW1 8XE,Offices (Inc Computer Centres),203,Office General,Office,23.4,10500.0,2017-04-01 00:00:00+00:00,2017,2021-03,5239.5,AWK SERVICES LTD,217.02,True,2012-10-25,3080.0,True,5110386,52937118.0,I,,,CO01,,527834.0,184048.0,51.5408651,-0.1580513,1,5210,E,2007-12-21,2020-10-17,2002-10-08,,,,,,15A,,,,,,,,15.0,A,,,,,20400605,1,,,N,osgb5000005106761173,4.0,osgb4000000030223420,3,osgb1000005162450,3,,559463000.0,ST GEORGE'S MEWS,,,ST. GEORGES MEWS,,,,,,,,LONDON,CAMDEN,LONDON,,NW1 8XE,NW1 8XE,S,2N,D,,E05000130,,2012-12-27,0,CO,203.0,,POINT (527835.7682024932 184048.2848072179),Regents
68680,93316,00605001619993,E09000007,Camden,Inner London - West,110577063,GND F 16,ST GEORGES MEWS,LONDON,NW1 8XE,Offices (Inc Computer Centres),203,Office General,Office,19.1,9000.0,2017-04-01 00:00:00+00:00,2017,2021-03,4491.0,J. BUCKNELL LTD,1835.43,True,2010-04-01,4018.0,True,5041783,17652463.0,I,,,CR08,,527847.0,184045.0,51.5408352,-0.1578651,1,5210,E,2007-12-21,2018-12-09,2002-10-08,BUCKNELLS LTD,,,,,,16.0,,,,,,,16.0,,,,,,20400605,1,,,N,osgb1000002298726245,12.0,osgb4000000030223420,3,osgb1000005162874,2,,110577063.0,ST GEORGE'S MEWS,,,ST. GEORGES MEWS,,,,,,,,LONDON,CAMDEN,LONDON,,NW1 8XE,NW1 8XE,S,1N,D,,E05000130,,2012-03-19,0,CO,203.0,,POINT (527848.7638944675 184045.2849154193),Regents
68724,93360,00606000800047,E09000007,Camden,Inner London - West,5628457000,BST FLR 8,CHAMBERLAIN STREET,LONDON,NW1 8XB,Offices (Inc Computer Centres),203,Office General,Office,34.3,5200.0,2017-04-01 00:00:00+00:00,2017,2021-03,2594.8,,,True,2017-04-01,,True,5142752,17652427.0,I,,,CR08,5057421.0,527819.0,184077.0,51.5411291,-0.15825699999999998,2,5210,E,2007-12-21,2018-09-23,2007-05-04,E C O S MACLEAN,,,,BASEMENT FLAT,,8.0,,,,,BASEMENT FLOOR,,8.0,,,,,,20400606,1,,,N,osgb1000002298725401,10.0,osgb4000000030329969,2,osgb1000005162434,3,,5628457000.0,CHAMBERLAIN STREET,,,CHAMBERLAIN STREET,,,,,,,,LONDON,CAMDEN,LONDON,,NW1 8XB,NW1 8XB,S,1X,D,,E05000130,,2012-03-19,0,CO,203.0,,POINT (527820.7649095403 184077.2836448224),Regents
68768,93404,00608000210014,E09000007,Camden,Inner London - West,100743063,GND F 2,ERSKINE ROAD,LONDON,NW3 3AJ,Shops,249,Retail High Street,Retail,56.63,33500.0,2017-04-01 00:00:00+00:00,2017,2021-03,16716.5,PRIM UK LIMITED,8590.14,True,2010-04-01,4018.0,True,5013243,17685975.0,I,,,CR08,,527874.0,184156.0,51.5418266,-0.1574356,2,5210,E,2007-12-21,2016-02-10,2002-10-08,PRIM NAILS LTD,,,,,,2.0,,,,,,,2.0,,,,,,20400608,1,,,N,osgb1000002298725440,9.0,osgb4000000030710647,4,osgb1000005162398,2,,100743063.0,ERSKINE ROAD,,,ERSKINE ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW3 3AJ,NW3 3AJ,S,1E,D,,E05000130,,2012-03-19,5,CS,249.0,,POINT (527875.7705923166 184156.2830439893),Regents
68812,93448,00608000310015,E09000007,Camden,Inner London - West,100744063,GND F 3,ERSKINE ROAD,LONDON,NW3 3AJ,Shops,249,Retail High Street,Retail,51.49,18000.0,2017-04-01 00:00:00+00:00,2017,2021-03,8982.0,,,True,2017-04-01,,True,5067966,17685976.0,I,,,C,,527865.0,184162.0,51.5418826,-0.1575632,1,5210,E,2007-12-21,2018-11-11,2002-10-08,,,,,,,3.0,,,,,,,3.0,,,,,,20400608,1,,,N,osgb1000002298868699,13.0,osgb4000000030710647,4,osgb1000005162397,3,,100744063.0,ERSKINE ROAD,,,ERSKINE ROAD,,,,,,,,LONDON,CAMDEN,LONDON,,NW3 3AJ,NW3 3AJ,S,1Y,D,,E05000130,,2012-03-19,1,CS,249.0,,POINT (527866.7655668429 184162.2876383439),Regents
